FIPS,quadrant,avg_down,avg_up,max_down,max_up,num_providers,num_platforms,top_plat_type,top_plat_ratio,bscore_raw,bscore_norm,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,Building Type_Commercial & Office Buildings,Building Type_Industrial & Manufacturing Buildings,Building Type_Mixed Residential & Commercial Buildings,Building Type_Multi-Family Elevator Buildings,Building Type_Multi-Family Walk-Up Buildings,Building Type_One & Two Family Buildings,Building Type_Open Space & Outdoor Recreation,Building Type_Parking Facilities,Building Type_Public Facilities & Institutions,Building Type_Transportation & Utility,Building Type_Vacant Land,Population Density (per sq. mile),Area (Land),Area Total:,Area Total: Area (Water),Total Population:,Households:,Households: Less than $10_000,Households: $10_000 to $14_999,Households: $15_000 to $19_999,Households: $20_000 to $24_999,Households: $25_000 to $29_999,Households: $30_000 to $34_999,Households: $35_000 to $39_999,Households: $40_000 to $44_999,Households: $45_000 to $49_999,Households: $50_000 to $59_999,Households: $60_000 to $74_999,Households: $75_000 to $99_999,Households: $100_000 to $124_999,Households: $125_000 to $149_999,Households: $150_000 to $199_999,Households: $200_000 or More,Per capita income (In 2014 Inflation adjusted dollars),Gini Index
36085009700,1,143.6041667,39.24773333,300,100.0,2,3,Cable,0.343023256,194.2280333,-0.40636159,2403636,601524,1802112,4704,18182,18140,17480,28045,1286,1781.54,1512,1564,2,6,2,1,19,778,5,4,2,10,30,9129.062,0.444185842,0.6062611,0.1620753,4055,1456,133,85,101,59,26,13,34,46,34,81,145,202,111,171,163,52,30487.0,0.4344
36085017300,1,147.7711333,44.1788,300,100.0,2,3,Cable,0.360655738,200.8605333,-0.371328652,1335807,32850,1302957,1856,25714,0,4400,0,441,661.92,938,954,7,0,3,1,0,397,1,2,0,1,14,18472.75,0.132519533,0.1325195,0.0,2448,944,175,62,54,19,71,21,70,44,26,58,63,93,42,13,86,47,25570.0,0.5284
36085000300,3,74.53968254,19.83987302,300,100.0,14,4,Fiber,0.472222222,121.459619,-0.790725149,3525310,2240516,1284794,1021105,102771,300348,30022,60483,232,408.75,1307,1522,42,3,19,8,21,23,1,10,11,9,27,7267.201,0.225533863,0.965867,0.7403331,1639,854,38,30,40,37,68,46,33,22,81,42,92,182,33,34,43,33,36213.0,0.3945
36085001100,3,135.8666667,40.26373333,300,100.0,2,3,Cable,0.361111111,186.9985333,-0.444547888,2141444,572425,1569019,377386,60550,22650,10632,1960,711,1450.67,1410,1495,3,2,49,1,109,419,1,12,13,3,53,22976.79,0.125517956,0.1255179,0.0,2884,1108,141,139,4,120,52,8,42,69,6,62,126,120,64,41,82,32,23717.0,0.4789
36085007700,1,140.3823529,39.67388235,300,100.0,2,3,Cable,0.389908257,191.2192941,-0.422253783,791433,71900,719533,8783,32338,12524,0,1800,432,804.0,557,600,3,1,27,0,20,319,4,13,5,1,54,13099.17,0.09596029,0.09596029,0.0,1257,405,66,13,6,6,16,23,17,11,0,53,39,69,15,44,27,0,20535.0,0.4128
36085006700,2,130.3791667,38.28326667,300,100.0,7,3,Fiber,0.365384615,183.0208,-0.465558319,2526647,914012,1612635,168378,564518,1125,0,0,1258,1694.29,1091,4098,16,0,11,0,31,706,5,1,13,1,19,7028.262,0.367089346,0.3677789,0.000689579,2580,988,51,14,15,15,20,44,83,34,0,63,48,105,127,141,117,111,42316.0,0.4011
36085012805,1,140.3882353,40.22776471,300,100.0,2,3,Copper,0.337931034,191.5021176,-0.420759906,1414134,18222,1395912,0,1549,0,0,0,922,1750.84,1068,1075,0,0,3,0,4,845,12,2,5,1,227,6991.225,0.388916088,0.5219414,0.1330253,2719,963,24,0,69,34,58,50,37,35,0,113,98,102,72,42,155,74,34863.0,0.4413
36085002100,3,120.4104046,32.94501734,300,100.0,7,3,Fiber,0.41509434,170.3829133,-0.532311774,3654808,1708611,1946197,354748,379380,85503,302777,36467,1161,2059.59,2044,2383,55,17,86,1,50,653,5,44,24,25,85,8145.204,0.481387559,1.078695,0.5973078,3921,1417,206,56,68,59,82,107,80,47,4,83,183,222,66,37,102,15,21735.0,0.4481
36061001401,1,211.6666667,140.9230769,1000,1000.0,13,4,Copper,0.391304348,388.6282051,0.620462243,2184118,209094,1975024,32580,52606,58050,0,0,13,63.0,1746,1788,1,0,0,2,0,0,5,0,3,0,0,88770.3,0.036104414,0.03610441,0.0,3205,1602,18,112,69,93,106,28,69,0,34,117,147,117,111,111,112,358,62230.0,0.4908
36061002201,1,229.7959184,175.3469388,1000,1000.0,10,4,Cable,0.368421053,422.4693878,0.799211739,3329154,568043,2761111,10128,150334,16891,3840,0,113,482.5,3148,5799,7,1,39,14,22,0,3,4,9,1,6,110124.3,0.062420366,0.06242037,0.0,6874,2892,292,357,164,254,116,238,85,140,149,164,326,158,176,103,59,111,26204.0,0.5141
36061003200,1,271.3333333,212.5333333,1000,1000.0,9,4,Copper,0.490196078,482.1,1.114181285,4465020,569044,3895976,10370,286288,0,21665,0,310,1425.5,5089,5402,3,1,139,20,101,1,3,1,12,1,9,92828.47,0.084047494,0.0840475,0.0,7802,4517,530,157,173,115,116,90,116,200,104,418,475,670,370,268,388,327,52061.0,0.4534
36061004000,1,201.3888889,147.2222222,1000,1000.0,14,4,Copper,0.271186441,382.0,0.585451991,4371129,1074664,3296465,35157,348332,27575,9134,0,333,1564.0,4870,5200,6,0,124,22,106,23,0,4,16,1,0,138590.6,0.068857462,0.06885746,0.0,9543,4233,357,160,86,286,168,110,61,42,24,293,272,477,508,194,572,623,56101.0,0.4844
36061007700,1,218.2692308,156.3269231,1000,1000.0,18,4,Copper,0.310810811,405.4326923,0.709223728,4132528,950351,3182177,443332,245497,38083,45211,9242,406,1524.5,4492,4778,9,2,97,17,131,85,4,1,11,2,1,79939.24,0.068989895,0.0689899,0.0,5515,3564,131,90,106,37,120,23,93,49,89,134,329,373,316,411,272,991,120307.0,0.5274
36061012800,3,67.52173913,12.13043478,330,100.0,13,3,Copper,0.303030303,113.0869565,-0.834949644,8607156,1786104,6821052,270967,347118,89097,11223,0,285,1799.5,4010,4387,8,0,75,51,21,88,0,3,17,0,0,85106.91,0.069030822,0.06903082,0.0,5875,3011,107,41,108,14,125,31,84,16,132,132,135,139,244,109,259,1335,172366.0,0.5821
36061014401,3,127.2916667,24.0,330,100.0,6,3,Fixed_wireless,0.333333333,175.2916667,-0.506383685,3509792,298544,3211248,7500,44333,115028,0,0,122,734.0,2986,3041,0,0,20,22,44,26,0,0,1,0,0,172714.7,0.028694728,0.02869473,0.0,4956,2611,72,18,19,65,58,28,36,54,54,169,147,457,182,141,266,845,108768.0,0.5197
36061015802,3,88.27586207,15.48275862,330,100.0,8,3,Copper,0.302325581,133.0172414,-0.729677662,2204008,522893,1681115,9442,73598,58237,0,0,55,371.0,1979,2026,0,0,16,4,27,3,1,1,5,1,0,227472.5,0.019888123,0.01988812,0.0,4524,1863,53,105,35,13,71,91,31,77,56,66,168,173,240,162,121,401,64073.0,0.5103
36061022400,3,104.3,16.2692,330,100.0,11,3,Cable,0.353383459,150.9346,-0.635037978,3446237,771845,2671057,33202,89727,8894,667,0,247,814.0,3275,3423,5,0,31,7,126,21,0,0,25,0,18,97699.75,0.075169074,0.07516907,0.0,7344,2664,746,255,213,157,86,107,131,138,180,121,118,166,120,27,16,83,17452.0,0.5742
36061023600,3,130.1538462,16.58974359,300,100.0,7,3,Cable,0.394736842,171.9487179,-0.524041177,3885288,567658,3317630,358583,64570,57600,5000,0,80,289.0,3482,3556,4,0,13,9,15,0,8,7,7,6,3,61860.72,0.112834114,0.1587224,0.04588825,6980,2979,385,330,170,63,105,261,365,155,117,302,194,321,111,25,60,15,21025.0,0.4259
36061024900,3,69.44444444,4.62962963,300,20.0,6,3,Copper,0.480769231,104.7592593,-0.878936632,842564,394241,448323,14012,21855,0,0,0,31,123.0,544,610,0,0,12,2,6,4,0,10,6,1,0,51261.52,0.023409375,0.02340937,0.0,1200,381,49,21,69,14,21,23,18,19,45,35,49,15,0,0,3,0,13633.0,0.3606
36061025300,3,84.0,5.6,300,20.0,8,3,Copper,0.422619048,120.8,-0.794209264,3844488,318713,3525775,7867,240520,3030,2156,0,167,770.75,3950,4159,7,0,45,16,71,8,0,2,12,2,1,173858.9,0.065380612,0.06538061,0.0,11367,3784,473,346,331,196,260,250,128,169,219,274,418,414,180,64,56,6,17642.0,0.4268
36061031704,1,249.8828829,192.3603604,1000,1000.0,12,4,Copper,0.627737226,452.0630631,0.955525856,7773644,2461719,5311925,1452513,154386,207029,4815,0,34,421.0,5474,5518,2,0,16,3,0,0,0,0,2,0,0,64086.22,0.099475364,0.2687769,0.1693016,6375,3076,74,0,65,10,64,52,67,55,8,112,131,233,356,295,412,1142,99388.0,0.4509
36061001300,1,155.2893082,113.7225409,1000,1000.0,24,4,Copper,0.315789474,324.1505786,0.279890715,25984343,22582471,3401872,14678445,863538,28693,102311,0,94,1332.5,3493,4216,39,0,23,7,0,0,2,1,5,3,5,34592.95,0.120458087,0.1204581,0.0,4167,2417,128,91,50,23,0,30,9,46,49,143,62,286,397,216,205,682,96903.0,0.4477
36061002000,1,377.254386,301.8933333,1000,1000.0,7,4,Copper,0.448275862,631.7010526,1.90437568,1797649,139000,1658649,0,0,0,0,0,19,19.0,1861,1862,0,0,0,1,0,0,1,0,1,0,0,102704.0,0.047437285,0.1006738,0.05323654,4872,1881,446,296,332,221,103,47,137,28,22,81,104,23,29,0,12,0,11452.0,0.4622
36061003100,1,161.2474227,124.7759588,1000,1000.0,17,4,Copper,0.5,332.1354021,0.322066639,9284235,8142461,1141774,6086132,284281,40630,168732,32028,82,690.5,962,1802,39,15,14,6,2,0,3,2,6,0,1,34032.7,0.079364846,0.07936484,0.0,2701,753,39,39,14,11,17,8,10,3,11,12,17,35,65,38,134,300,68092.0,0.493
36061003602,1,225.952381,177.2857143,1000,1000.0,9,4,Cable,0.390243902,419.0952381,0.781389444,1835027,603405,1231622,11797,159734,33300,55627,0,134,599.5,1747,1886,7,2,45,9,37,9,6,1,12,1,1,87240.84,0.034364638,0.03436464,0.0,2998,1387,131,72,93,85,62,7,58,31,0,73,97,152,77,113,118,218,55053.0,0.5501
36061004300,1,143.0215827,106.4028777,1000,1000.0,21,4,Copper,0.388888889,306.7230216,0.187838168,5040426,2890132,2150294,1539489,869464,5100,85247,5778,261,1235.0,2714,3738,37,16,128,16,32,0,0,2,6,1,2,74763.76,0.057621502,0.0576215,0.0,4308,2347,297,38,52,71,75,102,97,160,0,77,154,194,173,179,254,424,69758.0,0.5297
36061010602,1,271.6097561,202.8292683,1000,1000.0,14,4,Copper,0.465116279,480.0243902,1.103217892,4479512,1774592,2704920,225496,310214,296875,183720,14455,60,485.5,2876,2980,6,1,27,7,2,0,1,1,5,5,0,87460.09,0.050628806,0.07506869,0.02443988,4428,2436,98,20,9,54,78,64,26,71,10,215,129,258,254,302,204,644,92881.0,0.4875
36061014801,3,54.24242424,9.212121212,330,100.0,12,4,Copper,0.347826087,97.84848485,-0.915439418,2916329,594683,2321646,69009,247802,133989,0,0,56,442.0,1802,1907,4,0,17,17,9,0,0,1,5,0,0,146144.3,0.020069205,0.0200692,0.0,2933,1421,37,0,22,66,30,0,28,19,11,29,69,188,130,82,107,603,156754.0,0.5824
36061019200,3,131.5263158,26.01410526,300,100.0,6,3,Copper,0.565737052,177.5333684,-0.494542992,1122074,318482,803592,0,13169,1783,2500,2400,54,151.0,2032,2054,1,2,1,4,15,7,6,0,6,3,5,54116.08,0.075818498,0.1441829,0.06836441,4103,1330,417,143,208,78,33,73,61,39,40,120,59,27,23,0,0,9,11113.0,0.585
36061019800,3,92.06521739,16.29582609,330,100.0,8,3,Copper,0.423076923,137.2131304,-0.70751493,2408240,1158691,1249549,155155,93451,38753,34666,0,130,440.0,1271,1365,5,2,18,6,63,3,1,2,10,0,5,28317.87,0.087047508,0.08704751,0.0,2465,1164,48,143,0,96,62,37,0,20,18,53,88,240,103,18,140,98,46346.0,0.4579
36061020300,3,105.625,12.75,330,100.0,6,3,Copper,0.575342466,148.0,-0.650538567,4127486,3465420,662066,1387670,11820,40160,0,0,61,156.0,930,946,0,0,3,12,3,0,0,1,5,0,1,48942.27,0.068815763,0.06881576,0.0,3368,483,116,25,0,57,32,11,11,10,16,30,44,14,19,25,28,45,13445.0,0.6035
36061021200,3,84.18918919,20.75675676,300,100.0,10,3,Copper,0.387096774,129.5675676,-0.747898877,5467536,2887138,2580398,3585,100945,37608,2348,0,69,329.5,2688,2773,7,0,6,11,14,0,5,2,19,0,3,61834.55,0.068101088,0.06810109,0.0,4211,2540,104,238,174,218,12,106,103,107,100,390,355,327,95,94,84,33,37441.0,0.3964
36061022200,3,55.84615385,9.476923077,330,100.0,18,4,Copper,0.419354839,102.5846154,-0.890423125,4263390,2672991,1590399,965052,840659,204182,94828,14167,264,1019.5,1658,2122,34,2,29,11,128,32,8,1,21,1,8,43813.17,0.070047429,0.07004743,0.0,3069,1257,219,174,69,35,62,24,53,25,27,74,44,92,63,44,125,127,34363.0,0.5808
36061022600,3,108.3928571,13.89285714,300,100.0,8,4,Copper,0.411764706,149.3392857,-0.643464445,2655038,588086,2066952,29759,122885,43802,0,0,383,1297.0,2804,2969,3,0,61,2,201,57,1,2,34,0,17,68619.16,0.059065139,0.05906514,0.0,4053,1731,406,152,105,63,44,60,88,93,115,108,60,115,106,25,49,142,28440.0,0.5956
36061023501,3,91.82692308,7.923076923,300,100.0,6,3,Copper,0.351648352,128.7884615,-0.752014123,3125019,299272,2672566,880,38634,24024,37165,0,186,786.0,2886,2955,6,1,17,22,81,32,2,6,12,3,7,92333.73,0.069129664,0.06912966,0.0,6383,2495,581,171,187,51,114,172,117,122,91,73,139,342,156,105,21,53,21801.0,0.5011
36061024100,3,120.15625,10.9375,300,100.0,7,3,Copper,0.548951049,159.125,-0.591776196,4218968,480341,3738627,44049,101066,21063,1896,0,122,559.0,3418,3517,4,0,12,29,38,17,2,0,12,1,3,108415.8,0.069556307,0.1492536,0.07969728,7541,3178,395,348,207,118,165,51,138,146,190,193,333,293,305,100,53,143,27478.0,0.482
36061029100,3,91.71875,9.03125,300,100.0,7,3,Copper,0.383333333,129.734375,-0.747017798,3744774,595513,3149261,46250,188052,25718,10201,0,134,562.0,3877,4038,16,0,18,4,78,0,0,1,8,1,1,167700.0,0.072683348,0.07268335,0.0,12189,3899,482,481,301,444,248,181,191,250,185,170,343,432,43,77,31,40,15501.0,0.4671
36061000201,1,327.8333333,274.2278519,1000,1000.0,8,4,Copper,0.535947712,568.9472593,1.572909458,1593597,693333,900264,0,18208,0,0,0,42,196.0,1054,1088,0,0,11,1,15,0,3,3,8,1,2,77781.47,0.034828347,0.06918024,0.0343519,2709,927,171,87,131,113,65,41,26,21,55,71,65,36,25,8,0,12,14788.0,0.4679
36061003002,1,340.625,267.7403333,1000,1000.0,6,4,Cable,0.384615385,577.4951667,1.618059598,1577697,244164,1333533,17907,150241,0,10994,2544,106,412.5,1932,2058,5,1,41,10,19,3,1,0,2,0,4,96772.05,0.030318673,0.03031867,0.0,2934,1773,216,111,60,128,189,60,57,55,64,62,128,267,181,48,72,75,43058.0,0.4829
36061006700,1,240.1970803,176.7793285,1000,1000.0,15,4,Cable,0.328358209,436.0867445,0.871138767,3701734,1024042,2677692,535748,309734,54226,14787,0,425,1522.0,3979,4309,28,1,124,19,108,85,3,2,8,0,2,76956.98,0.065049336,0.06504934,0.0,5006,3268,62,103,72,154,65,101,46,83,82,285,362,343,218,115,475,702,93256.0,0.477
36061019000,3,91.59090909,23.09090909,330,100.0,8,4,Copper,0.375,140.1363636,-0.69207438,2344099,557207,1786892,15880,160887,99944,4750,0,86,353.5,1847,1911,2,0,11,6,46,4,0,2,9,0,6,75103.21,0.040078178,0.04007818,0.0,3010,1359,209,72,109,110,43,27,0,9,39,112,104,166,75,82,38,164,41246.0,0.5667
36061021500,3,92.6,9.84,330,100.0,7,3,Copper,0.435483871,134.02,-0.72438108,1793508,205572,1587936,7680,99792,54766,0,0,83,365.0,1537,1717,6,0,24,3,29,1,0,0,7,1,20,132378.8,0.026915183,0.02691518,0.0,3563,1293,253,108,96,96,34,89,66,73,40,148,39,96,82,18,17,38,18663.0,0.5242
36061023300,3,105.1612903,10.03225806,300,100.0,6,3,Copper,0.52247191,143.1774194,-0.676011491,3068543,383799,2684744,145859,165656,0,0,0,242,958.5,2833,2994,4,0,39,16,118,51,0,0,10,0,4,76687.24,0.087811218,0.1981291,0.1103179,6734,2531,216,190,249,158,241,106,133,107,75,190,249,211,73,77,38,218,29263.0,0.5481
36061026500,3,151.5714286,10.11771429,300,20.0,9,3,Copper,0.461538462,191.1302857,-0.422723927,3298287,345602,2952685,71809,84026,11100,0,0,78,409.0,2923,3050,2,0,25,16,29,0,3,0,3,3,2,102427.4,0.073476402,0.0734764,0.0,7526,2763,279,83,178,111,56,305,102,119,156,162,407,318,60,112,152,163,30398.0,0.4845
36061006500,1,253.0,190.46,1000,1000.0,14,4,Copper,0.416666667,455.23,0.972253651,4455233,1914998,2540235,198304,431752,84367,16375,0,332,1395.75,3929,4307,13,1,146,16,55,24,6,2,19,0,2,79090.09,0.077658275,0.07765827,0.0,6142,3014,272,86,137,98,89,105,117,20,64,180,165,346,270,293,292,480,64513.0,0.5231
36061001001,1,556.8965517,426.5517241,1000,1000.0,5,4,Fixed_wireless,0.270833333,872.6724138,3.177189044,1303288,56548,1246740,1000,0,39058,0,0,7,3.0,839,844,0,0,0,1,0,0,2,0,0,3,0,54831.99,0.030657285,0.1273091,0.0966518,1681,743,56,6,19,39,55,10,24,11,5,37,86,70,37,55,129,104,50430.0,0.4521
36061003001,1,298.030303,222.0,1000,1000.0,10,4,Copper,0.586206897,514.030303,1.282837495,2899467,1207928,1691539,104198,394299,21700,66645,27100,255,1066.0,2667,3192,29,7,113,8,49,0,3,1,7,1,3,87930.21,0.047935743,0.04793574,0.0,4215,2310,172,104,44,92,32,87,91,76,66,223,222,314,173,152,188,274,58954.0,0.4697
36061014000,3,67.38095238,15.43809524,330,100.0,14,3,Copper,0.325,115.1,-0.824316727,7870010,719358,7147124,144743,316413,109094,1707,0,312,1875.0,4714,5067,10,0,78,70,39,81,0,3,8,0,1,110376.9,0.069153988,0.06915399,0.0,7633,3742,131,36,44,98,78,27,17,0,35,126,224,426,531,182,327,1460,142261.0,0.5692
36061000900,1,162.0430108,127.7275986,1000,1000.0,21,4,Copper,0.463414634,336.40681,0.344628263,22566025,21206028,1359997,19669064,572984,219157,101063,0,94,1275.5,1074,1642,42,1,31,2,0,0,4,1,8,5,3,10737.87,0.130007166,0.2929585,0.1629513,1396,646,24,5,9,0,0,0,20,0,11,12,11,32,93,59,100,270,115317.0,0.4508
36061002400,1,433.4615385,359.1538462,1000,1000.0,4,4,Copper,0.386666667,715.0384615,2.344564785,1450209,620,1449589,0,620,0,0,0,24,27.0,1790,1794,0,0,1,2,0,0,0,0,0,2,0,79952.38,0.070767123,0.2523332,0.1815661,5658,2148,356,324,213,161,182,105,0,76,119,31,165,101,54,94,57,110,22687.0,0.6051
36061002800,1,306.7307692,232.2115385,1000,1000.0,9,4,Copper,0.40625,527.3365385,1.353121176,3829962,516032,3313930,22555,91923,1720,100058,4532,179,775.5,3918,4206,7,4,41,25,55,1,1,2,7,1,15,104444.8,0.070937008,0.07093701,0.0,7409,3277,464,377,336,142,210,114,133,61,12,268,312,235,367,141,36,69,25415.0,0.4963
36061003601,1,220.8604651,173.1806512,1000,1000.0,12,4,Cable,0.359375,413.4507907,0.751575411,2281510,820580,1460930,32226,249012,0,111574,0,101,469.5,1686,1849,12,8,41,9,12,2,0,5,7,0,2,84748.34,0.03853763,0.03853763,0.0,3266,1421,243,80,88,117,55,27,31,58,75,68,31,133,84,103,52,176,46917.0,0.6455
36061003700,1,174.8463612,132.623655,1000,1000.0,21,4,Copper,0.404761905,351.6581887,0.425186212,14470015,12061119,2408896,8156748,581484,701995,1899724,242531,242,1266.25,2040,3335,48,13,40,20,51,31,8,10,7,8,7,16543.67,0.158247837,0.2723576,0.1141098,2618,1316,45,38,46,59,15,39,32,0,38,109,73,162,97,104,175,284,88932.0,0.5413
36061004800,1,209.893617,138.0425532,1000,1000.0,14,4,Copper,0.34375,385.9148936,0.606130502,5103898,1733221,3370677,1090631,171811,77140,8167,0,259,1268.25,4530,4850,6,0,45,21,90,39,2,0,40,0,0,111275.5,0.067858616,0.06785861,0.0,7551,3481,140,28,78,109,46,45,43,180,55,163,291,535,305,301,585,577,73855.0,0.5001
36061006400,1,162.8723404,117.6595745,1000,1000.0,17,4,Cable,0.333333333,330.2021277,0.311855063,7092432,2401922,4690510,1396612,341410,256355,49134,0,197,1051.0,5482,5870,10,0,62,30,34,8,1,3,22,0,2,111140.9,0.068687577,0.06868758,0.0,7634,4401,289,42,71,81,118,154,84,80,96,264,534,551,388,284,552,813,78176.0,0.4657
36061006900,1,191.4511278,144.6621955,1000,1000.0,18,4,Cable,0.327868852,372.7822256,0.536763605,4039910,2490922,1548988,1343442,120759,277733,145613,168567,99,289.0,1497,1641,13,5,11,4,5,12,0,5,9,3,2,30897.05,0.086869128,0.1911047,0.1042356,2684,1244,37,28,8,0,9,11,9,0,31,42,54,201,103,38,168,505,121627.0,0.5281
36061007000,1,164.1052632,105.4842105,1000,1000.0,18,4,Copper,0.384615385,325.8473684,0.288853177,5712803,1075472,4637331,283135,374394,131217,9894,0,254,1204.5,5992,6210,12,0,75,24,87,22,2,0,7,1,7,116508.5,0.068467113,0.06846711,0.0,7977,4702,299,75,128,164,106,201,76,225,114,449,314,392,606,225,390,938,81492.0,0.5119
36061007500,1,260.3047619,194.4835048,1000,1000.0,12,4,Fiber,0.275862069,463.5465143,1.016181571,3709083,688256,3020827,59638,146317,351530,21830,1600,281,907.5,2779,2943,12,3,58,26,47,49,0,4,6,3,4,65658.74,0.069358623,0.1735243,0.1041657,4554,2592,83,14,113,61,133,43,0,0,113,102,166,365,188,194,238,779,115056.0,0.5518
36061008601,1,383.9285714,296.2142857,1000,1000.0,14,4,Copper,0.333333333,639.0357143,1.943117443,2908084,563222,2344862,209305,16465,118444,0,0,14,144.0,2362,2405,2,0,2,2,0,0,3,1,2,4,2,56902.88,0.047958909,0.2342076,0.1862487,2729,1302,7,71,13,7,41,0,23,31,32,24,33,119,122,186,200,393,83221.0,0.3923
36061009900,1,180.0392157,134.174521,1000,1000.0,25,4,Copper,0.394736842,359.6264762,0.467274793,22986852,17312485,5569534,5484995,1266038,2323537,3958499,1273761,297,1244.65,6787,7952,87,31,63,12,8,2,7,28,10,27,43,10394.91,0.388844273,0.8234679,0.4346236,4042,2383,64,73,30,86,88,64,31,72,46,111,95,192,187,203,325,716,123604.0,0.5608
36061013600,3,106.8556701,21.78350515,330,100.0,10,3,Copper,0.424242424,155.7474227,-0.609616596,10586253,942252,9644001,58482,203907,335347,0,0,307,1987.5,9946,10135,4,0,83,59,115,10,1,0,6,4,2,182800.3,0.085563331,0.1277276,0.04216429,15641,8611,254,468,175,360,146,266,159,296,43,621,461,765,1088,224,1041,2244,100867.0,0.5686
36061016300,3,89.31764706,15.00903529,330,100.0,13,3,Copper,0.434782609,136.3221647,-0.712221021,5924754,1013373,4911381,80351,295046,172413,1293,0,211,1361.25,4294,4436,12,0,19,41,101,24,0,3,7,0,2,71618.2,0.101594293,0.2378868,0.1362925,7276,3825,376,136,16,60,113,90,86,137,114,94,114,343,356,210,288,1292,127880.0,0.6215
36061019500,3,85.82089552,13.53731343,330,100.0,8,3,Cable,0.352941176,129.5895522,-0.747782753,4855621,648453,4207168,18869,151948,19550,8522,0,167,1009.0,4009,4126,5,0,21,36,72,5,3,1,13,0,1,93831.38,0.084310815,0.14852,0.06420918,7911,3403,294,81,175,88,85,156,0,96,50,135,259,237,300,333,352,762,62464.0,0.5072
36061019900,3,83.71621622,10.55405405,330,100.0,11,3,Copper,0.379310345,127.4932432,-0.758855481,5324799,992496,4332303,186367,162220,50119,744,0,145,970.5,4315,4837,9,0,13,60,38,0,0,2,22,0,4,112776.4,0.087598089,0.1617513,0.07415324,9879,3344,652,82,169,166,119,218,28,40,30,61,205,399,250,137,141,647,42311.0,0.6211
36061020800,3,117.7272727,24.86363636,300,100.0,5,3,Copper,0.407407407,162.6590909,-0.573109089,2631041,332583,2298458,4690,52902,16691,847,0,371,1371.5,2570,2657,1,0,33,23,227,44,2,6,25,0,25,94889.17,0.057361656,0.05736165,0.0,5443,2128,228,172,179,130,113,170,59,103,28,164,52,267,89,74,84,216,35298.0,0.6022
36061021303,3,88.17307692,7.692307692,330,100.0,10,4,Copper,0.338709677,130.0192308,-0.745513187,2900601,828426,2072175,86688,39493,195387,120323,47528,149,589.0,2541,2639,4,7,21,12,67,4,1,5,9,2,8,96069.41,0.059186375,0.05918637,0.0,5686,2173,345,164,199,51,116,170,163,69,70,133,195,222,108,97,60,11,21533.0,0.4631
36061022301,3,88.61111111,13.69444444,330,100.0,9,3,Copper,0.346153846,132.9583333,-0.729988815,2630823,335357,2295466,65055,126136,0,0,0,126,607.0,2505,2620,6,1,19,18,70,5,3,0,2,2,2,107877.7,0.073731616,0.1243952,0.05066356,7954,2366,375,387,77,65,102,150,133,163,211,108,130,222,37,76,71,59,17138.0,0.5074
36061022700,3,100.6,9.12,330,100.0,10,3,Copper,0.392857143,143.16,-0.6761035,2971060,364238,2606822,17043,81099,47008,0,0,366,1334.0,2796,2906,4,0,26,15,147,127,0,2,24,1,5,95074.45,0.058185984,0.05818598,0.0,5532,2237,412,172,140,63,118,92,64,87,148,141,201,230,89,47,145,88,30653.0,0.5689
36061023801,1,368.5277778,296.7991111,1000,1000.0,9,4,Copper,0.3125,621.4273333,1.850109783,3628110,377608,3250502,11744,87457,0,0,0,22,167.0,3239,3266,0,0,5,5,0,0,0,0,2,0,7,69855.34,0.138385969,0.3131242,0.1747383,9667,4055,366,108,44,98,194,18,39,97,118,323,424,388,573,362,321,582,47856.0,0.442
36061024200,3,103.0268817,13.53006452,330,100.0,11,4,Copper,0.37037037,148.291914,-0.648996674,2949940,1180382,1769558,207585,74325,281466,88095,53660,92,288.0,1710,1800,6,9,9,9,9,0,15,8,14,10,20,26731.52,0.138750064,0.1923978,0.05364774,3709,1380,412,214,119,25,95,40,59,70,31,53,97,73,58,0,34,0,13729.0,0.5424
36061024301,3,61.73584906,6.425207547,300,100.0,8,4,Fiber,0.4,98.94845283,-0.909629376,1733254,365579,1367675,5550,85064,0,0,0,133,496.5,1547,1607,3,0,19,6,47,42,1,3,9,0,8,104584.8,0.040598644,0.04059864,0.0,4246,1334,203,177,78,50,49,101,35,4,50,162,88,219,0,50,21,47,21321.0,0.5523
36061024500,3,90.34482759,9.24137931,300,100.0,11,3,Cable,0.449275362,130.4655172,-0.743155897,5221715,564966,4656749,36968,295680,49760,0,0,229,1038.0,5052,5332,5,0,53,18,113,24,0,4,5,0,7,193820.9,0.082029338,0.08202934,0.0,15899,4727,622,391,342,436,226,380,381,196,196,377,471,470,29,130,80,0,14647.0,0.4199
36061025100,3,69.01515152,7.439393939,300,100.0,11,3,Cable,0.424242424,108.2348485,-0.860578532,5986539,5283633,702906,426261,73116,59425,5853,4550,87,348.0,1052,1134,6,0,19,3,19,7,1,3,17,0,2,43318.02,0.061036962,0.06103696,0.0,2644,763,124,67,47,65,79,16,25,41,27,61,54,55,63,15,17,7,19152.0,0.5326
36061025900,3,121.4,15.56,300,100.0,5,3,Copper,0.56779661,161.68,-0.578280658,1974700,283597,1691103,900,154950,107344,2155,0,91,418.0,1838,1903,2,0,34,8,31,0,1,1,3,0,9,151276.3,0.029138745,0.02913875,0.0,4408,1615,259,99,34,22,66,62,83,53,26,131,135,190,163,28,80,184,33982.0,0.5472
