FIPS,quadrant,avg_down,avg_up,max_down,max_up,num_providers,num_platforms,top_plat_type,top_plat_ratio,bscore_raw,bscore_norm,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,Building Type_Commercial & Office Buildings,Building Type_Industrial & Manufacturing Buildings,Building Type_Mixed Residential & Commercial Buildings,Building Type_Multi-Family Elevator Buildings,Building Type_Multi-Family Walk-Up Buildings,Building Type_One & Two Family Buildings,Building Type_Open Space & Outdoor Recreation,Building Type_Parking Facilities,Building Type_Public Facilities & Institutions,Building Type_Transportation & Utility,Building Type_Vacant Land,Population Density (per sq. mile),Area (Land),Area Total:,Area Total: Area (Water),Total Population:,Households:,Households: Less than $10_000,Households: $10_000 to $14_999,Households: $15_000 to $19_999,Households: $20_000 to $24_999,Households: $25_000 to $29_999,Households: $30_000 to $34_999,Households: $35_000 to $39_999,Households: $40_000 to $44_999,Households: $45_000 to $49_999,Households: $50_000 to $59_999,Households: $60_000 to $74_999,Households: $75_000 to $99_999,Households: $100_000 to $124_999,Households: $125_000 to $149_999,Households: $150_000 to $199_999,Households: $200_000 or More,Per capita income (In 2014 Inflation adjusted dollars),Gini Index
36005009000,1,62.4455,34.18383333,101,100.0,12,4,Fiber,0.444444444,95.63741667,-0.927118305,3726942,2385948,1340994,137895,567118,505299,541577,552949,416,587.09,1249,1362,10,23,1,2,12,237,2,13,5,7,23,10208.6,0.374586292,0.8268525,0.4522662,3824,1162,291,102,92,17,130,92,5,46,35,27,70,55,52,56,74,18,18341.0,0.595
36005011800,1,76.40306122,48.97159184,101,100.0,5,3,Copper,0.53030303,113.4888571,-0.832826801,2669128,1104898,1564230,76665,35821,11740,4928,0,1500,1511.05,1683,1705,2,0,1,0,26,745,14,6,6,2,61,12761.13,0.417517765,1.564093,1.146575,5328,1573,54,69,61,61,15,64,104,57,15,63,166,232,222,152,111,127,29573.0,0.4026
36005013200,1,69.31954887,45.89323308,101,100.0,3,3,Cable,0.379310345,103.8661654,-0.883653964,2947788,125610,2822178,43143,39158,2210,9200,0,1483,2681.09,2171,2206,7,1,4,1,66,1153,0,10,7,0,28,30708.23,0.2328366,0.6063908,0.3735542,7150,2518,73,34,137,60,14,71,0,91,149,204,65,662,456,211,208,83,36102.0,0.3527
36005015200,1,70.07627119,44.89274576,101,100.0,4,3,Fiber,0.428571429,104.6226441,-0.879658235,1192215,269001,923214,159754,93767,0,0,0,648,934.86,881,952,21,0,5,0,49,431,0,3,2,0,17,25261.6,0.117173902,0.1171739,0.0,2960,892,56,82,77,29,15,22,27,0,68,82,144,90,89,40,38,33,23486.0,0.4405
36005018400,1,66.08490566,42.01350943,101,100.0,6,3,Copper,0.363636364,100.1916604,-0.90306274,2041702,223973,1817729,47409,103134,11504,5965,502,1132,1788.52,1516,1616,28,2,20,0,114,700,3,19,2,6,38,22833.62,0.172027052,0.1720271,0.0,3928,1448,118,17,75,82,33,15,20,115,25,72,176,235,158,142,80,85,33666.0,0.4159
36005018900,3,48.07894737,26.13863158,101,100.0,10,3,Fiber,0.451612903,76.24826316,-1.029532026,3512247,504362,3007885,65337,82287,10395,1350,136370,265,792.5,2908,3004,6,1,21,16,102,73,4,20,7,2,27,62110.25,0.135066263,0.1350663,0.0,8389,2789,726,354,251,245,255,129,79,113,83,170,97,156,81,16,34,0,11787.0,0.4928
36005019400,1,68.87333333,33.90656,101,100.0,7,3,Copper,0.425531915,99.42661333,-0.907103726,1446574,687707,758867,66697,51373,3078,15979,0,404,744.5,697,778,16,1,21,0,71,216,3,13,4,2,31,6748.858,0.338131296,0.3381332,1.93e-06,2282,734,71,60,27,46,40,29,21,4,25,90,42,119,65,17,27,51,24396.0,0.4767
36005022500,3,54.03030303,27.19806061,101,100.0,7,3,Copper,0.407407407,81.22933333,-1.003221958,3114805,643979,2470826,437000,66629,0,7046,0,126,393.5,2650,2739,4,0,17,16,31,40,0,1,11,0,5,116568.7,0.069238159,0.06923816,0.0,8071,2267,372,96,110,265,235,135,126,150,139,141,272,154,15,35,22,0,12263.0,0.3937
36005022703,3,36.94444444,15.5,101,100.0,7,4,Copper,0.333333333,58.29444444,-1.124364292,1324579,829429,495150,494737,19436,30942,0,0,19,108.0,719,735,0,0,3,3,4,3,0,0,4,0,0,116762.3,0.016024012,0.01602401,0.0,1871,600,76,45,44,0,13,13,46,55,51,87,89,30,7,20,24,0,17439.0,0.4125
36005023502,3,53.47619048,23.23809524,101,100.0,4,3,Cable,0.428571429,77.1952381,-1.024530094,1628669,134483,1494186,45019,78428,9828,0,0,102,318.0,1652,1727,9,0,17,9,20,32,0,4,5,0,1,126433.7,0.036793993,0.03679399,0.0,4652,1656,227,220,221,200,109,110,146,46,60,73,80,106,43,0,15,0,12826.0,0.4352
36005025500,3,48.38095238,24.66666667,101,100.0,6,3,Fiber,0.333333333,73.81428571,-1.042388321,2598443,468889,2129554,182403,28272,2150,0,0,187,531.0,2127,2169,3,0,10,17,52,50,3,2,11,2,3,85612.56,0.067326567,0.06732657,0.0,5764,2170,448,398,232,89,192,134,80,116,64,178,65,84,57,33,0,0,12606.0,0.4524
36005026400,1,64.50112281,41.15540351,101,100.0,7,3,Copper,0.35,98.67882456,-0.911053555,2469999,132274,2337725,20939,58454,17840,1848,2373,1352,1968.17,2136,2200,12,1,20,2,159,741,0,16,4,1,33,35958.96,0.164381843,0.1643818,0.0,5911,2022,246,59,0,45,48,118,0,20,80,202,246,400,284,96,86,92,33397.0,0.4622
36005027300,3,55.43589744,31.56410256,101,100.0,6,3,Copper,0.38,84.31794872,-0.986907858,3284778,431567,2853211,2425,36595,44325,0,0,262,688.0,2626,2667,2,0,6,17,64,135,0,4,4,1,11,102378.1,0.082332042,0.08233204,0.0,8429,2643,404,158,105,170,265,140,189,99,122,201,388,136,172,44,50,0,16060.0,0.427
36005000400,1,73.25862069,41.22795402,101,100.0,3,3,Cable,0.339622642,105.4725977,-0.875168771,2583451,296066,2268185,58752,23845,30807,8100,0,1213,1304.43,1996,2042,5,0,14,1,87,563,30,17,7,5,75,15817.1,0.352276922,0.5850753,0.2327984,5572,1819,104,58,78,27,46,40,96,79,8,135,169,376,270,162,112,59,29803.0,0.3659
36005005100,3,44.05384615,19.99052308,101,100.0,12,4,Copper,0.384615385,70.14910769,-1.061747831,4848060,2623630,2224430,593070,138685,124196,696090,770101,176,322.0,2276,2526,26,49,11,4,4,3,1,14,8,18,22,30775.4,0.188917092,0.1889171,0.0,5814,1957,394,256,313,274,60,80,138,47,73,173,61,37,9,9,33,0,11227.0,0.4446
36005016200,1,60.70588235,39.95435294,101,100.0,6,3,Fiber,0.365853659,93.78305882,-0.936913043,882305,179502,702803,107539,58393,0,0,4870,512,720.34,606,661,12,1,13,0,36,304,0,2,2,0,8,28518.13,0.069745111,0.06974511,0.0,1989,572,60,47,13,24,49,36,10,27,6,13,23,24,129,57,19,35,24165.0,0.436
36005017702,4,59.55,35.8,101,100.0,4,3,Fiber,0.428571429,89.55,-0.959272106,1736769,266778,1469991,62729,103519,15643,0,0,328,820.75,1689,1777,13,0,15,3,114,153,1,7,9,2,10,100396.3,0.054344653,0.05434465,0.0,5456,1662,364,292,113,202,178,15,38,65,75,46,46,67,51,72,38,0,11364.0,0.5162
36005021700,3,48.16666667,21.96666667,101,100.0,8,3,Cable,0.375,73.25,-1.045368884,2422869,597224,1825645,216624,79438,79919,6000,1750,122,366.75,2041,2120,8,2,10,20,31,24,3,11,8,7,3,82340.66,0.061852796,0.0618528,0.0,5093,1591,378,165,220,96,122,119,33,47,39,124,144,47,38,0,19,0,11437.0,0.4741
36005024600,1,66.38888889,42.46333333,101,100.0,3,3,Copper,0.352941176,99.22055556,-0.908192126,958753,55314,903439,28374,15832,7200,0,0,387,705.17,780,792,2,0,5,1,37,287,0,10,2,1,14,37345.47,0.058855871,0.05885587,0.0,2198,753,21,20,35,6,24,6,62,31,34,56,122,80,54,73,71,58,32955.0,0.3876
36005026300,3,35.96428571,16.14285714,101,100.0,8,3,Cable,0.359223301,58.13571429,-1.125202707,2619615,745625,1873990,661608,30340,7200,0,0,131,428.5,1954,1995,3,0,4,4,45,58,6,2,5,0,0,104523.5,0.061345072,0.06134507,0.0,6412,2106,391,85,205,212,206,61,122,17,251,166,119,237,17,17,0,0,13126.0,0.3995
36005029600,2,50.05633803,27.02264789,101,100.0,8,3,Cable,0.35483871,77.66766197,-1.022034745,4945167,4146541,798626,287039,56482,461354,125361,391303,237,412.0,898,1029,16,31,3,5,7,102,0,10,9,17,17,6563.12,0.280659215,0.2806592,0.0,1842,712,97,39,25,33,16,52,5,52,33,77,55,82,79,8,37,22,26182.0,0.4403
36005039500,4,59.58139535,31.89265116,101,100.0,6,3,Copper,0.487179487,88.62772093,-0.964143594,3021013,1517544,1503469,610320,151491,81423,116442,243592,410,924.67,1631,1941,25,33,26,8,87,129,8,47,30,10,38,24590.27,0.158314633,0.1583146,0.0,3893,1410,415,184,61,65,44,58,27,67,67,86,124,63,85,37,27,0,14860.0,0.5242
36005039902,3,41.71428571,18.85714286,101,100.0,6,3,Cable,0.428571429,64.24285714,-1.092944711,2172472,655738,1516734,115517,274680,53140,29111,0,139,427.75,1708,1838,20,0,12,5,43,40,0,2,8,1,3,101055.6,0.047360065,0.04736007,0.0,4786,1641,356,219,106,143,35,82,160,70,106,100,152,61,41,10,0,0,12466.0,0.4383
36005041500,3,54.68571429,33.1296,101,100.0,3,3,Cable,0.391304348,82.85051429,-0.994658863,2698914,156279,2542635,21475,39739,29955,0,0,182,559.5,2384,2419,3,0,12,29,49,56,0,3,5,0,1,103652.0,0.052570128,0.05257013,0.0,5449,2207,338,259,198,63,67,222,69,190,74,136,145,292,74,52,15,13,18998.0,0.4434
36005044200,1,94.80208333,35.8315,300,100.0,7,3,Fixed_wireless,0.341176471,146.2178333,-0.659951991,1479945,185564,1294381,72391,55188,600,0,0,694,1078.5,1291,1339,11,0,9,2,78,384,0,3,3,1,18,44529.93,0.092252551,0.09225255,0.0,4108,1261,145,163,114,42,29,102,53,65,32,71,127,168,34,26,68,22,18692.0,0.4721
36005045600,1,90.90434783,41.7917913,300,100.0,6,3,Copper,0.37037037,144.8002435,-0.667439716,2004780,614361,1390419,46835,39870,92670,134730,212126,883,1274.64,1047,1121,12,21,6,0,65,526,4,15,5,8,88,10480.44,0.318307266,0.3239193,0.005611995,3336,959,85,58,34,74,14,0,23,9,14,82,98,152,92,43,91,90,27348.0,0.4241
36005023900,3,31.69090909,9.825163636,101,35.0,10,3,Cable,0.355932203,51.70349091,-1.159177781,2951702,590054,2361648,169916,235710,50500,70150,0,219,657.25,2628,2821,29,4,23,20,51,63,7,10,11,4,8,122121.9,0.068349738,0.06834973,0.0,8347,2499,537,393,244,183,59,240,0,111,56,117,138,250,75,84,12,0,12382.0,0.5044
36005019900,3,48.75,27.878,101,100.0,7,3,Cable,0.416666667,76.289,-1.029316853,2706674,311078,2395596,71918,113890,102995,0,0,182,502.25,2413,2492,10,0,16,23,63,23,0,11,9,4,12,111454.3,0.068503406,0.06850341,0.0,7635,2644,444,206,503,232,258,96,51,148,166,221,43,97,123,28,28,0,12303.0,0.4575
36005022902,3,56.11428571,25.71428571,101,100.0,6,3,Fiber,0.347826087,82.07142857,-0.998774002,1168879,190410,978469,135987,32145,0,0,0,130,370.25,1088,1125,3,0,7,10,48,47,2,6,7,0,3,89823.63,0.036315612,0.03631561,0.0,3262,1053,219,135,108,112,84,0,101,73,51,53,6,98,8,5,0,0,10786.0,0.4394
36005026701,3,40.64705882,12.70588235,101,35.0,4,3,Cable,0.555555556,59.1,-1.120109339,1535315,98394,1436921,1225,61241,6075,0,0,69,191.5,1392,1455,1,0,8,6,14,18,1,2,4,0,0,124747.5,0.027567695,0.0275677,0.0,3439,1268,180,119,62,86,95,48,115,57,21,152,81,199,33,0,14,6,18113.0,0.4227
36005040100,3,31.48484848,9.818181818,101,35.0,8,3,Fiber,0.333333333,50.49393939,-1.165566645,2158286,772584,1385702,138334,429624,159000,0,0,87,318.75,1572,1683,14,0,22,9,21,8,2,2,5,0,2,82929.34,0.065803008,0.06580301,0.0,5457,1494,168,126,107,107,122,76,113,44,75,122,172,161,46,30,0,25,14049.0,0.4113
36005042800,1,67.25862069,43.35503448,101,100.0,2,3,Copper,0.4,100.0361379,-0.903884211,882514,67263,815251,3220,17779,0,610,0,473,813.93,703,715,2,0,4,0,39,370,0,5,1,0,17,31272.91,0.065328102,0.0653281,0.0,2043,696,23,43,3,35,36,14,35,5,18,116,116,84,62,62,21,23,26473.0,0.3563
36005048400,1,57.68442623,37.3067541,101,100.0,8,3,Fixed_wireless,0.5625,90.43780328,-0.954582719,2342528,941542,1397908,31062,71591,111719,55274,178560,884,1602.17,1190,1321,19,21,10,0,115,501,2,17,5,23,51,13998.57,0.269956077,0.2699561,0.0,3779,1174,29,40,56,40,69,41,19,78,28,94,158,230,134,61,78,19,25226.0,0.3578
36005000200,1,71.95669291,46.75798425,101,100.0,2,3,Fiber,0.395348837,106.435685,-0.870081733,1680625,76625,1604000,1400,20610,11991,3661,22963,1028,1697.51,1419,1448,4,2,4,0,115,705,23,9,7,0,47,28981.66,0.175800815,0.5336785,0.3578777,5095,1379,175,41,43,44,92,44,27,18,37,75,95,249,229,133,46,31,22971.0,0.4024
36005004300,3,41.98684211,23.01010526,101,100.0,12,3,Copper,0.4,69.59189474,-1.064691036,3332626,1082664,2249962,515448,221752,41035,90238,10320,363,934.5,2400,2599,39,5,31,9,44,175,0,16,13,3,12,67118.85,0.087024728,0.08702473,0.0,5841,1923,368,332,176,207,157,115,76,60,19,156,88,63,28,34,20,24,12133.0,0.4902
36005023501,3,50.36363636,22.13636364,101,100.0,6,3,Fiber,0.4,74.53181818,-1.038598307,1146753,179444,967309,98133,50611,700,0,0,42,150.0,1016,1065,6,0,5,7,8,5,0,4,4,0,1,136685.7,0.025708613,0.02570861,0.0,3514,1105,108,117,146,111,64,50,62,39,20,71,171,96,10,0,0,40,17310.0,0.4601
36005025300,3,40.0,16.47058824,101,100.0,9,3,Copper,0.619047619,62.83529412,-1.100379475,2182678,221017,1961661,55860,113759,2270,15349,2838,174,535.75,2002,2078,14,6,13,7,55,55,1,5,2,1,8,123134.4,0.048483622,0.04848362,0.0,5970,1831,304,210,98,187,110,196,57,94,69,111,192,158,22,0,0,23,13623.0,0.4356
36005026702,3,47.45833333,17.66666667,101,100.0,6,3,Cable,0.35483871,69.39166667,-1.065748643,2776178,65479,2710699,0,3988,9106,0,0,214,476.0,2429,2439,0,0,2,28,47,68,6,0,3,0,0,97076.65,0.063928868,0.06392886,0.0,6206,2337,368,283,72,102,216,152,76,102,35,227,212,341,73,0,41,37,18394.0,0.4526
36005041400,1,87.09482759,36.3797931,300,100.0,5,3,Cable,0.441860465,137.7847241,-0.704495766,2686432,811524,1874908,78086,131232,113716,191264,176580,925,1640.34,1753,1908,24,22,25,2,137,481,7,20,8,18,28,23939.09,0.201929121,0.2019291,0.0,4834,1625,92,68,89,57,127,44,22,40,122,213,156,164,205,78,94,54,25356.0,0.4046
36005023702,3,20.17391304,6.260869565,101,35.0,8,3,Cable,0.45,37.40434783,-1.234706011,830073,529451,300622,139594,205411,79764,3682,0,46,114.0,413,583,18,0,7,2,3,2,0,2,1,0,2,73228.1,0.018367267,0.01836727,0.0,1345,334,91,27,24,16,17,13,17,0,16,65,13,24,0,11,0,0,10971.0,0.4778
36005025000,1,70.2962963,45.29896296,101,100.0,2,3,Copper,0.395348837,104.0457778,-0.882705249,1310527,122798,1187729,85893,26562,5000,0,0,588,874.67,1046,1099,12,0,9,1,67,354,0,3,2,0,20,40152.09,0.07015824,0.07015824,0.0,2817,1013,57,41,136,22,18,28,56,31,111,135,53,143,79,34,34,35,26805.0,0.4647
36005019300,3,39.6,19.96906667,101,100.0,9,3,Cable,0.357142857,64.18453333,-1.093252778,2401764,172674,2229090,20000,41010,27126,17793,0,106,329.5,2377,2416,5,0,11,15,41,7,6,10,2,1,6,57463.27,0.092250234,0.09225024,0.0,5301,1964,624,231,251,97,175,119,53,56,24,145,62,36,66,0,0,25,16586.0,0.6509
36005022901,4,68.24137931,31.06896552,101,100.0,2,3,Cable,0.512820513,94.87586207,-0.931140844,2143967,394027,1749940,242238,8825,77258,16176,25756,163,524.5,1980,2033,1,0,9,14,77,40,4,3,7,0,7,112262.6,0.046177434,0.04617744,0.0,5184,1638,185,263,232,155,55,206,44,95,29,111,41,113,31,72,0,6,12740.0,0.4568
36005014400,1,67.659,41.86461538,101,100.0,4,3,Copper,0.375,100.6913077,-0.900423597,2960084,41550,2918534,15986,9611,0,1500,0,405,571.5,2710,2722,4,0,2,5,29,245,0,0,1,1,3,40552.91,0.149483704,0.1494837,0.0,6062,2111,486,359,211,195,44,133,149,22,27,161,40,118,24,31,59,52,14312.0,0.5555
36005016400,1,64.4047619,42.07104762,101,100.0,5,3,Copper,0.366666667,98.04028571,-0.914426324,687675,181685,505990,36637,47979,400,7195,0,448,541.75,448,519,18,0,16,0,19,225,0,3,5,0,9,14310.02,0.063382147,0.06338215,0.0,907,380,10,9,18,34,14,21,20,24,11,10,32,51,60,9,42,15,35904.0,0.4128
36005026900,4,67.43589744,28.35487179,300,100.0,6,3,Copper,0.380952381,114.6133333,-0.826887305,2126786,695819,1430967,188496,169568,131075,178310,0,118,334.75,1432,1449,4,3,2,13,15,62,4,7,2,10,19,22298.28,0.148800689,0.1592683,0.01046762,3318,1325,229,126,46,86,101,80,94,24,49,107,104,172,83,4,10,10,19136.0,0.4269
36005006500,3,25.14912281,13.26315789,101,100.0,16,4,Copper,0.454545455,49.88070175,-1.168805773,5244453,3363466,1880987,1955696,477624,387968,40983,7475,266,728.25,1983,2455,66,6,49,3,52,14,0,14,15,2,7,57679.8,0.101369968,0.10137,0.0,5847,1905,459,235,206,174,156,156,87,99,65,96,67,67,16,0,9,13,10379.0,0.4643
36081000100,1,299.4208494,264.2387645,1000,1000.0,14,4,Fixed_wireless,0.315789474,538.5402317,1.412299206,14062121,7038679,7023442,731754,129188,465329,2092005,1862034,217,716.0,7177,7634,7,88,12,15,1,0,6,15,5,21,32,13425.45,0.441549536,0.5213711,0.07982161,5928,3181,323,108,26,58,38,36,54,23,30,102,122,375,289,393,263,941,82481.0,0.4585
36081004300,1,316.3714286,196.8877714,1000,1000.0,4,4,Copper,0.37037037,516.8153143,1.297547955,1253305,353411,899894,48780,10482,68564,42875,61300,89,104.0,1072,1119,4,16,5,2,2,10,1,12,3,3,5,36087.25,0.065951271,0.06595127,0.0,2380,1032,266,196,80,75,34,49,49,40,20,67,70,80,6,0,0,0,12864.0,0.4685
36081005700,3,122.1458333,17.91483333,330,100.0,8,3,Fixed_wireless,0.3125,168.10325,-0.544352981,2986110,1542379,1443731,290634,129866,33687,270843,162754,401,827.0,1851,2037,20,21,30,3,139,91,1,8,11,3,3,52896.86,0.086318933,0.08631893,0.0,4566,1840,81,158,133,119,43,56,18,82,91,145,216,333,182,94,33,56,32064.0,0.4724
36081023800,3,75.72727273,11.85454545,300,100.0,7,3,Copper,0.358974359,115.1545455,-0.824028617,1954414,662120,1292294,85697,109665,26020,14269,0,327,574.25,1474,1623,27,0,34,9,33,118,0,13,7,5,6,75164.97,0.060560126,0.06056013,0.0,4552,1382,102,155,94,127,87,38,116,79,127,57,108,102,38,105,29,18,16499.0,0.4472
36081030903,4,119.0,43.63536842,1000,1000.0,8,4,Copper,0.352941176,244.8176842,-0.139146501,2360407,270354,2090053,39963,172022,46217,0,0,1171,2134.5,1906,2000,13,0,22,0,238,711,0,2,2,5,6,47226.32,0.135792907,0.1357929,0.0,6413,1714,263,28,90,68,9,37,59,140,55,262,158,187,132,45,98,83,19157.0,0.4519
36081049301,2,160.8307692,29.32283077,330,100.0,4,3,Copper,0.47761194,210.4921846,-0.320454165,982598,18148,964450,4060,8688,400,0,5000,555,958.0,769,782,1,1,9,0,59,394,0,1,0,0,18,30770.07,0.063373267,0.06337327,0.0,1950,742,11,63,62,12,82,33,12,23,12,80,103,57,25,82,61,24,27880.0,0.416
36081055300,1,234.5564516,180.9578065,1000,1000.0,10,4,Copper,0.363636364,430.0353548,0.83917526,1497822,642956,854866,49668,381031,13209,67383,45735,323,628.0,955,1109,20,8,62,1,116,53,0,4,8,1,5,42737.23,0.055408365,0.05540837,0.0,2368,769,143,14,90,9,88,0,21,67,10,54,45,107,24,34,28,35,21778.0,0.5457
36081057700,2,127.9387755,33.37355102,300,100.0,4,3,Copper,0.470588235,176.625551,-0.499338094,1745062,252268,1492794,28078,143833,24632,8250,3672,668,1162.25,1408,1556,7,2,86,0,135,291,0,9,2,2,10,54577.86,0.071933924,0.07193393,0.0,3926,1330,97,15,89,86,92,38,97,33,8,57,227,258,67,80,76,10,23379.0,0.3831
36081071306,3,119.0816327,25.08163265,330,100.0,7,3,Copper,0.522727273,168.122449,-0.544251572,3035013,129648,2905365,21859,81338,1559,0,0,268,649.92,3000,3083,11,0,6,26,33,168,0,0,2,0,4,95008.16,0.065973279,0.06597328,0.0,6268,2709,239,161,55,171,101,87,100,164,101,166,265,454,217,107,139,182,34403.0,0.4755
36081044601,3,41.37362637,5.835164835,300,100.0,12,3,Cable,0.428571429,80.29120879,-1.008177142,4774831,3610554,1164277,987753,1337623,776458,2080,0,149,450.0,1349,1924,67,1,26,7,2,6,0,8,16,2,6,38133.29,0.086486115,0.08648612,0.0,3298,1193,129,82,66,65,114,61,82,88,18,36,192,149,65,34,12,0,18684.0,0.3938
36081046000,3,101.1111111,23.59722222,300,100.0,8,3,Copper,0.58974359,146.9097222,-0.656297426,2891393,1337543,1553850,471221,517698,296,15100,0,330,663.75,1930,2191,63,0,19,15,35,126,0,7,8,1,4,69985.44,0.085432056,0.08543205,0.0,5979,1959,190,219,216,281,184,131,120,73,58,223,58,116,32,16,35,7,12813.0,0.4236
36081048400,3,116.6990291,34.06796117,300,100.0,4,3,Cable,0.29787234,165.7330097,-0.556872616,1910549,169625,1740924,2069,82784,7050,13800,48216,1605,2173.5,1535,1602,4,3,45,0,30,886,0,1,1,2,6,29946.12,0.160922367,0.1609224,0.0,4819,1561,91,110,60,95,42,58,59,117,41,147,149,189,178,57,131,37,24204.0,0.4218
36081051500,1,315.5232558,209.8575814,1000,1000.0,5,4,Cable,0.382352941,522.9520465,1.329962241,1627766,155641,1472125,28308,28368,9633,35499,52575,628,1031.42,1332,1447,6,9,8,3,29,464,0,4,0,0,2,27883.46,0.086969129,0.08696913,0.0,2425,1124,83,85,65,88,59,23,49,0,0,93,145,152,98,58,79,47,34692.0,0.4487
36081054500,1,325.3333333,253.0,1000,1000.0,4,4,Copper,0.358490566,553.8333333,1.493077536,1238652,163077,1075575,7590,56114,12460,2240,1875,329,759.5,1299,1370,1,3,38,1,202,38,0,15,3,0,2,85099.96,0.044148081,0.04414808,0.0,3757,1229,101,100,25,115,73,83,51,35,34,81,135,132,177,25,62,0,20442.0,0.4084
36081055900,1,356.25,279.0398462,1000,1000.0,4,4,Fiber,0.464788732,597.7699231,1.725151083,1158094,834183,323911,22345,35194,7707,329964,410698,212,309.0,397,458,2,42,18,0,54,36,0,6,0,1,9,23946.72,0.063056663,0.06305666,0.0,1510,422,86,12,17,32,5,6,6,11,0,37,96,53,17,32,0,12,17464.0,0.444
36081072300,3,118.7373737,34.39377778,300,100.0,5,3,Copper,0.46875,168.4342626,-0.542604569,1910695,114662,1796033,3891,0,0,0,0,1007,1571.84,844,858,0,0,2,2,3,623,1,1,2,0,10,10088.73,0.181489644,0.1814896,0.0,1831,702,7,0,28,23,0,15,14,33,7,16,53,119,53,71,82,181,60933.0,0.439
36081075701,3,99.41176471,14.83482353,330,100.0,11,3,Copper,0.519230769,145.3291765,-0.664645886,3775489,1206263,2569226,595286,146366,399695,0,0,129,443.0,2731,3001,9,0,9,20,54,7,0,0,4,0,1,66989.7,0.076160971,0.07616097,0.0,5102,2559,88,96,165,135,52,96,93,110,56,112,271,331,248,187,260,259,47416.0,0.4248
36081085500,3,129.8076923,26.61538462,330,100.0,6,3,Fiber,0.365853659,179.1153846,-0.486186765,2769572,392569,2377003,68411,27597,87069,37113,0,62,238.0,2695,2778,6,0,17,17,4,6,0,0,1,2,0,129493.4,0.05038865,0.05038865,0.0,6525,2425,234,240,70,140,130,123,50,179,94,325,235,212,137,31,157,68,24888.0,0.4904
36081116700,3,136.0666667,40.29724444,300,100.0,2,3,Copper,0.35,187.2152889,-0.443402983,1135357,491904,641907,53250,148262,10675,30962,32634,326,584.25,646,789,13,6,49,2,60,99,0,7,14,4,7,29703.13,0.06413466,0.06413466,0.0,1905,596,58,31,58,41,55,21,26,26,10,53,90,44,48,15,10,10,17606.0,0.4632
36081120300,3,126.9583333,37.77533333,300,100.0,5,3,Cable,0.373493976,178.346,-0.490250663,708919,4294,704625,1350,0,0,0,0,515,680.3,487,489,0,0,1,0,6,319,0,2,1,0,17,23589.87,0.071047433,0.07104743,0.0,1676,472,47,10,16,22,19,34,0,17,22,26,82,68,50,34,0,25,20917.0,0.4005
36081003900,1,289.220339,191.615322,1000,1000.0,8,4,Copper,0.464646465,489.028,1.150775057,1189809,756329,433480,56731,20789,38018,104780,363582,265,439.25,457,611,1,55,19,0,62,47,0,17,6,0,5,27737.91,0.056745437,0.05674544,0.0,1574,447,56,20,16,24,27,54,9,40,7,17,91,6,42,18,20,0,16648.0,0.4375
36081014000,3,132.1785714,33.88042857,300,100.0,6,3,Copper,0.38,182.1187857,-0.470322768,1695508,128775,1566733,34649,40948,15955,2183,0,610,1021.5,1513,1562,2,1,21,10,70,307,1,6,2,3,12,40544.19,0.086152909,0.08615291,0.0,3493,1408,51,90,57,29,9,10,75,101,40,142,202,256,123,40,86,97,36673.0,0.4473
36081014400,3,97.15686275,28.47058824,300,100.0,8,3,Fixed_wireless,0.25,145.3921569,-0.664313223,1211668,616441,595227,57956,133020,19317,127589,213499,441,660.0,582,658,13,10,24,0,48,179,0,8,5,8,9,23682.42,0.085886498,0.0858865,0.0,2034,541,45,18,0,24,40,69,54,0,40,43,43,82,26,9,48,0,17254.0,0.403
36081022002,3,128.3684211,33.22245614,300,100.0,5,3,Fixed_wireless,0.311764706,177.4796491,-0.494826738,2657265,92042,2565223,9036,43634,38643,0,0,693,1256.15,2673,2702,1,0,2,25,85,396,0,0,0,0,5,53204.57,0.116869653,0.1168697,0.0,6218,2472,171,118,80,61,154,22,87,101,155,224,264,299,323,197,121,95,31102.0,0.3983
36081024600,3,177.0740741,18.8002963,300,100.0,3,3,Cable,0.340909091,217.9742222,-0.28093396,859576,859576,0,260000,0,0,0,0,12,22.0,0,6,1,0,0,0,0,0,3,2,8,2,7,0.0,0.117183555,0.1171836,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
36081025301,1,255.9142857,123.7536,1000,1000.0,9,4,Fixed_wireless,0.296296296,422.2910857,0.798269946,1798278,205837,1592441,53313,119150,20869,4074,0,204,543.0,2055,2171,9,0,37,13,77,48,1,1,1,1,5,82298.3,0.04919907,0.04919907,0.0,4049,1844,147,107,59,122,79,63,67,131,48,161,129,378,128,98,68,59,34338.0,0.4496
36081035100,3,132.75,32.2305,330,100.0,4,3,Copper,0.450704225,183.86525,-0.461097925,1498409,69586,1428823,2090,28642,0,0,0,450,658.0,1456,1482,2,0,13,3,41,252,0,1,2,0,1,77267.55,0.053761253,0.05376125,0.0,4154,1423,18,58,84,80,70,37,67,78,89,112,284,236,76,45,68,21,23061.0,0.3502
